"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Coal";"Coal";"Elec";"variable_heat_rate";2.099368975
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_CoalCHP";"Coal";"Elec";"variable_heat_rate";3.351916855
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_CoalCHP";"Coal";"Elec";"variable_heat_rate";3.351916855
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_CoalHeat";"Coal";"Heat";"variable_heat_rate";1.302238040
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_CoalHeat";"Coal";"Heat";"variable_heat_rate";1.302238040
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Oil";"Oil";"Elec";"variable_heat_rate";2.160813482
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Oil";"Oil";"Elec";"variable_heat_rate";2.160813482
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_OilCHP";"Oil";"Elec";"variable_heat_rate";3.279303429
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_OilCHP";"Oil";"Elec";"variable_heat_rate";3.279303429
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_OilHeat";"Oil";"Heat";"variable_heat_rate";1.093480375
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_OilHeat";"Oil";"Heat";"variable_heat_rate";1.093480375
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass1";"Biomass_Low";"Elec";"idle_heat_rate";5.621543045
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass1CHP";"Biomass_Low";"Elec";"idle_heat_rate";18.187017963
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass2";"Biomass_High";"Elec";"idle_heat_rate";2.507499292
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass2CHP";"Biomass_High";"Elec";"idle_heat_rate";5.161522761
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Coal";"Coal";"Elec";"idle_heat_rate";10.507623633
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_CoalCHP";"Coal";"Elec";"idle_heat_rate";18.629175199
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Gas";"Gas";"Elec";"idle_heat_rate";8.240377617
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_GasCHP";"Gas";"Elec";"idle_heat_rate";7.088564783
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_Biomass1Heat";"Biomass_Low";"Heat";"idle_heat_rate";0.435644421
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_Biomass2Heat";"Biomass_High";"Heat";"idle_heat_rate";0.418605099
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_CoalHeat";"Coal";"Heat";"idle_heat_rate";1.404284147
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_GasHeat";"Gas";"Heat";"idle_heat_rate";0.034235382
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_OilHeat";"Oil";"Heat";"idle_heat_rate";0.125354422
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Oil";"Oil";"Elec";"idle_heat_rate";4.521654302
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_OilCHP";"Oil";"Elec";"idle_heat_rate";1.482221561
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass1";"Biomass_Low";"Elec";"idle_heat_rate";6.558466886
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass1CHP";"Biomass_Low";"Elec";"idle_heat_rate";18.187017963
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass2";"Biomass_High";"Elec";"idle_heat_rate";3.008999151
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass2CHP";"Biomass_High";"Elec";"idle_heat_rate";5.161522761
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Coal";"Coal";"Elec";"idle_heat_rate";23.326353607
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_CoalCHP";"Coal";"Elec";"idle_heat_rate";33.084605484
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Gas";"Gas";"Elec";"idle_heat_rate";10.987170156
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_GasCHP";"Gas";"Elec";"idle_heat_rate";7.088564783
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_Biomass1Heat";"Biomass_Low";"Heat";"idle_heat_rate";0.496593195
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_Biomass2Heat";"Biomass_High";"Heat";"idle_heat_rate";0.447955499
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_CoalHeat";"Coal";"Heat";"idle_heat_rate";4.670417805
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_GasHeat";"Gas";"Heat";"idle_heat_rate";0.034970525
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_OilHeat";"Oil";"Heat";"idle_heat_rate";0.130283801
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Nuclear";"Nuclear";"Elec";"idle_heat_rate";347.428571428
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_OCGT";"Gas";"Elec";"idle_heat_rate";4.751236154
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Oil";"Oil";"Elec";"idle_heat_rate";40.151307599
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_OilCHP";"Oil";"Elec";"idle_heat_rate";6.580902682
